uvig	jgi_sample_id	scaffold_id	ecosystem_classification	votu	length	start_coordinate	end_coordinate	is_whole_scaffold	total_genes	cds	tRNA	genomad_marker	topology	genomad_score	confidence	estimated_completeness	estimated_contamination	miuvig_quality	taxonomic_classification	taxonomic_classification_method	host_taxonomy_prediction	host_prediction_method	sequence_origin
IMGVR_UViG_2675903379_000001	2675903379	2675968928	;;;	vOTU_00000227	7166	0	7166	true	11	11	0	5	Linear	0.8864	High-confidence	94.07	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2675903379_000002	2675903379	2675968948	;;;	vOTU_00000153	5882	1	5882	false	11	11	0	7	Provirus	0.9751	High-confidence	63.02	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2675903386_000001	2675903386	2675969618	;;;	vOTU_00000196	9991	0	9991	true	14	14	0	10	Linear	0.9694	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2675903493_000001	2675903493	2675981361	;;;	vOTU_00000228	4882	1	4882	false	7	7	0	2	Provirus	0.042	High-confidence	87.38	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2675903642_000001	2675903642	2675999526	;;;	vOTU_00000229	4549	0	4549	true	8	8	0	7	Linear	0.9712	High-confidence	68.69	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2681812898_000001	2681812898	2681824062	Host-associated;Fish;Unclassified;Unclassified	vOTU_00000230	5898	0	5898	true	8	8	0	2	Linear	0.9335	High-confidence	71.94	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella morhuae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2681813242_000001	2681813242	2681872723	Host-associated;Human;Unclassified;Unclassified	vOTU_00000231	4808	0	4808	true	8	8	0	2	Linear	0.7156	High-confidence	62.96	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2681813322_000001	2681813322	2681885676	Host-associated;Human;Unclassified;Unclassified	vOTU_00000223	6434	1	6434	false	10	10	0	9	Provirus	0.9807	High-confidence	59.46	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2681813362_000001	2681813362	2681891628	;;;	vOTU_00000232	7414	0	7414	true	9	9	0	7	Linear	0.9698	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2684622628_000001	2684622628	2684634903	;;;	vOTU_00000233	4649	869	5517	false	7	7	0	2	Provirus	0.0351	High-confidence	84.85	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_J	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2684623201_000001	2684623201	2684693337	;;;	vOTU_00000100	10512	1258	11769	false	19	19	0	7	Provirus	0.0201	High-confidence	89.71	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2687453179_000001	2687453179	2687453601	;;;	vOTU_00000234	5997	0	5997	true	9	9	0	1	Linear	0.0233	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus marmotae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690315900_000001	2690315900	2690321804	;;;	vOTU_00000235	8612	878	9489	false	13	13	0	7	Provirus	0.9476	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316000_000001	2690316000	2690327466	;;;	vOTU_00000236	5419	0	5419	true	8	8	0	3	Linear	0.7852	High-confidence	57.91	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316018_000001	2690316018	2690329163	;;;	vOTU_00000188	4902	0	4902	true	8	8	0	3	Linear	0.91	High-confidence	57.81	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316022_000002	2690316022	2690329502	;;;	vOTU_00000187	6895	0	6895	true	11	11	0	5	Linear	0.9567	High-confidence	82.16	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316042_000001	2690316042	2690332723	;;;	vOTU_00000187	6859	0	6859	true	10	10	0	5	Linear	0.9571	High-confidence	81.86	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316065_000001	2690316065	2690336779	;;;	vOTU_00000237	7958	836	8793	false	9	9	0	5	Provirus	0.9097	High-confidence	47.79	35.22	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316126_000001	2690316126	2690346386	;;;	vOTU_00000095	5384	130	5513	false	8	8	0	7	Provirus	0.9679	High-confidence	58.27	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316235_000001	2690316235	2690362063	Host-associated;Human;Unclassified;Unclassified	vOTU_00000238	4635	0	4635	true	7	7	0	4	Linear	0.939	High-confidence	62.00	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316332_000001	2690316332	2690377444	;;;	vOTU_00000232	5751	0	5751	true	8	8	0	7	Linear	0.975	High-confidence	83.71	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2690316338_000001	2690316338	2690378019	Host-associated;Human;Unclassified;Unclassified	vOTU_00000238	4922	0	4922	true	8	8	0	6	Linear	0.9699	High-confidence	66.77	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2693429629_000001	2693429629	2693450282	;;;	vOTU_00000223	6481	0	6481	true	10	10	0	9	Linear	0.9796	High-confidence	60.07	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2693429675_000001	2693429675	2693458508	Host-associated;Human;Unclassified;Unclassified	vOTU_00000239	3811	0	3811	true	8	8	0	6	Linear	0.9325	High-confidence	52.04	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2693429709_000001	2693429709	2693463875	;;;	vOTU_00000240	7589	0	7589	true	12	12	0	6	Linear	0.8538	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2693429732_000001	2693429732	2693466720	;;;	vOTU_00000241	5444	0	5444	true	8	8	0	3	Linear	0.7999	High-confidence	55.49	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420368_000001	2695420368	2695423090	Host-associated;Human;Unclassified;Unclassified	vOTU_00000242	5186	0	5186	true	8	8	0	7	Linear	0.9611	High-confidence	70.41	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420468_000001	2695420468	2695435189	;;;	vOTU_00000187	7028	0	7028	true	11	11	0	5	Linear	0.9591	High-confidence	83.82	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420487_000001	2695420487	2695437842	Host-associated;Human;Digestive system;Large intestine	vOTU_00000243	8021	0	8021	true	11	11	0	8	Linear	0.9523	High-confidence	93.93	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420583_000001	2695420583	2695450216	Host-associated;Human;Unclassified;Unclassified	vOTU_00000128	6660	0	6660	true	10	10	0	8	Linear	0.9458	High-confidence	87.79	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420713_000001	2695420713	2695471664	Host-associated;Human;Unclassified;Unclassified	vOTU_00000238	4833	0	4833	true	7	7	0	5	Linear	0.9705	High-confidence	64.94	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420729_000001	2695420729	2695473664	;;;	vOTU_00000187	6395	0	6395	true	11	11	0	4	Linear	0.9236	High-confidence	76.00	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420792_000001	2695420792	2695481683	Host-associated;Human;Digestive system;Large intestine	vOTU_00000244	6287	0	6287	true	10	10	0	3	Linear	0.0242	High-confidence	79.66	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420826_000001	2695420826	2695485820	;;;	vOTU_00000192	7130	0	7130	true	12	12	0	8	Linear	0.9693	High-confidence	76.14	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2695420881_000001	2695420881	2695493766	;;;	vOTU_00000245	7270	0	7270	true	10	10	0	6	Linear	0.9544	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A translucens	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2698536321_000001	2698536321	2698538889	Host-associated;Human;Unclassified;Unclassified	vOTU_00000246	6552	0	6552	true	9	9	0	6	Linear	0.9686	High-confidence	86.46	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2698536345_000001	2698536345	2698541360	Host-associated;Human;Unclassified;Unclassified	vOTU_00000128	7012	0	7012	true	10	10	0	8	Linear	0.9554	High-confidence	93.65	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2698536355_000001	2698536355	2698542089	Host-associated;Human;Digestive system;Large intestine	vOTU_00000247	5101	0	5101	true	9	9	0	6	Linear	0.9321	High-confidence	57.96	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2698536380_000001	2698536380	2698545922	Host-associated;Human;Unclassified;Unclassified	vOTU_00000062	12474	1114	13587	false	18	18	0	9	Provirus	0.9448	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	vOTU consensus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2698536472_000001	2698536472	2698558814	;;;	vOTU_00000248	4251	0	4251	true	8	8	0	6	Linear	0.955	High-confidence	56.33	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989122_000001	2700989122	2701002390	;;;	vOTU_00000249	4205	1	4205	false	7	7	0	5	Provirus	0.9358	High-confidence	43.27	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989122_000002	2700989122	2701002409	;;;	vOTU_00000210	7155	0	7155	true	11	11	0	6	Linear	0.8946	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989218_000002	2700989218	2701012890	;;;	vOTU_00000187	6878	0	6878	true	11	11	0	5	Linear	0.9455	High-confidence	82.07	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989228_000002	2700989228	2701013820	;;;	vOTU_00000250	5991	0	5991	true	10	10	0	3	Linear	0.3366	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;	CRISPR spacer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989228_000003	2700989228	2701013844	;;;	vOTU_00000251	5709	0	5709	true	10	10	0	1	Linear	0.0131	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989246_000001	2700989246	2701022243	;;;	vOTU_00000190	7216	7880	15095	false	0	0	0	5	Provirus	0.9294	High-confidence	66.90	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989277_000001	2700989277	2701024512	;;;	vOTU_00000252	8995	1	8995	false	15	15	0	9	Provirus	0.9684	High-confidence	86.00	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989305_000001	2700989305	2701031753	;;;	vOTU_00000187	6846	0	6846	true	10	10	0	5	Linear	0.9452	High-confidence	81.83	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989384_000001	2700989384	2701045771	;;;	vOTU_00000116	6631	0	6631	true	8	8	0	6	Linear	0.8829	High-confidence	96.11	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989384_000002	2700989384	2701045776	;;;	vOTU_00000253	7048	0	7048	true	9	9	0	8	Linear	0.9282	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_2700989395_000001	2700989395	2701046036	;;;	vOTU_00000190	6917	1	6917	false	9	9	0	6	Provirus	0.9597	High-confidence	64.12	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	Isolate taxonomy	Inoviruses (10.1038/s41564-019-0510-x)
